productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B000052XYY,"Herbal Essences Shampoo, Extra Body for Fine, Limp Hair - 12 fl oz",unknown,0/0,3.0,954028800,"I liked the way this shampoo smelled. It left my hair feeling very clean and light. However, it didn't really do anything for my fine, limp hair. Actually, I didn't expect it to do anything for my lifeless hair. Since it was made for fine, limp hair, I thought it might do something, but no. However, overall, I liked the product a lot.",beauty,hair care,shampoos
B000052XXM,Dr. Scholl's Odor Destroyers Super Comfort Insoles - 1 pr,unknown,1/1,5.0,954115200,This product is excellent. They helped keep my feet dry and odor free. They also added cushioning to my shoes. I'd definitely recommend them to all my friends and family.,health personal care,health care,foot care
B00000IW2K,Twinkle 'n Twirl CD Player by Playskool,unknown,4/4,4.0,954201600,"Our little Noah (7 months) likes to use the CD Player to pound on things, so yes it is very durable. As for educational, we have learned something and that is that we need to think before we buy another thing that you CAN&quot;T turn off... At 2 am the thing will start playing by itself. He really does like it though...",toys games,electronics for kids,music players karaoke
B0000534I4,Halls Defense Vitamin C Supplement Drops Strawberry -- 30 Drops,unknown,0/0,3.0,954374400,"These drops taste good, for a cough drop. I don't really like cough drops and these tasted too much like medicine for me. I might use them if I had a sore throat, or if I were a cough drop person, I'd probably really like these a lot.",health personal care,health care,cough cold
B00000ISQ6,Amazing Live Sea-Monkeys Magic Castle,unknown,22/22,5.0,954460800,"I had Sea Monkeys as a child and loved raising them! Now, an adult, I discovered the Sea Monkeys Magic Caste on the internet! I had to have it as soon as I saw it! It is a great little kit! It comes with the aquarium and everything you need to get started. The aquarium is small but it is total fun - even for a crazy adult like me. When I told one of my co-workers about the castle she nearly screamed and had to get one too! All around it is enjoyable and it can be very educational for the kids too! Children can learn about different life cycles and how an animal like Sea Monkeys can hatch from a packet of dried crystals. This kit is a must for all Sea Monkey lovers and anyone who just wants to have fun and feel like a kid again!",toys games,learning education,habitats
B00005303K,"Village Naturals Moisture-Rich Bubble Bath, Freesia Fantasy - 28 fl oz",unknown,0/0,4.0,954633600,"The first thing that grabbed my attention was the scent of Village Naturals Bubble Bath, Freesia & Flowers. It really smells wonderful. The bubbles were really thick and lasted a long time in the tub. I love to take bubble baths and this is a product I'd use over and over again.",beauty,bath body,bath
B000052XYZ,"Herbal Essences Shampoo, Moisturizing for Normal Hair - 12 fl oz",unknown,2/2,5.0,954720000,"This shampoo was great -- it gave my hair a very clean and healthy feeling, and left it smelling great. I'd definitely use this shampoo again, and I'd recommend it to friends and family. If you're looking for a reasonably-priced, top-quality shampoo, Herbal Essences is for you.",beauty,hair care,shampoos
B0000532NP,Home Access HIV - 1 Test System - 1 ea,unknown,1/4,5.0,955065600,"This product was so easy to use. The detailed step by step instructions were wonderful. Very clear and concise. The privacy factor was also great. For anyone wanting this test done, but wanting privacy, this is the way to go.",health personal care,medical supplies equipment,tests
B000046Q7T,LEGO Star Wars Battle Droid (8001),unknown,20/20,5.0,955324800,"The Battle Droid looks very much like the Battle Droid in the movie. It is very durable and has many moveable parts. In fact, almost every part is moveable on the Battle Droid. There is at least 10 new parts on this Lego. You can even make it pull out its blaster which is located on the left side of his pack. The Droid even folds up like in the movie. You can make three different types of Battle Droids, Commander, Secrity, and the regular old Battle Droid.",toys games,building toys,building sets
B0000017QZ,Forest Rain,A2VEX3YDK12LWE,8/9,5.0,955670400,"this is one ofthe best i have ever heard for nature-type new age music. some gentle rain, flutes, and other instruments. it expresses the gentle beauty and mustique of the forest. i reccommend it to anyone! it's also very relaxing for me and the flow of the music is very pleasing. enjoy!",health personal care,health care,stress reduction
B000052XC0,"Refresh P.M. Lubricant Eye Ointment, 0.12 Ounces Sterile (3.5 g)",unknown,2/2,4.0,955929600,"It was a little weird to get used to. I wouldn't put it in my eyes in the daytime, unless I was staying home because it made my vision fuzzy when I first put it in. However, it kept my eyes feeling fresh when I woke up. Since my husband runs the ceiling fan every night, I totally dry up if I don't use this product. It's excellent. I find it enjoyable.",health personal care,personal care,eye care
B000052XVB,Gold Bond Gold Bond Medicated Body Lotion Extra Strength,unknown,1/1,4.0,955929600,"I was impressed with the smell of this medicated lotion! Normally, a medicated lotion smells """"medicinal"""" -- this has a nice, pleasant smell to it! I didn't see much difference with the dry skin on my elbows before and after using it, but I noticed a big difference with my hands. My husband used it on his feet and noticed a slight improvement, but we've only used it for one week so far! I think that as we continue to use this product, our dry skin will continue to improve.",beauty,skin care,body
B00005361Q,"Cottonelle Toilet Tissue, with Ripples, Double Roll, Unscented with Aloe & E - 6 count",unknown,0/0,5.0,955929600,The Kleenex Cottonelle Ultra Soft toilet paper was very soft and I prefer the unscented paper. The two ply gave it the thickness that's needed in using the product. The double roll makes the frequency of changing the roll twice as long which gives me a longer time before I have to face replacing an empty roll. My family seem to think the toilet paper replaces itself.,health personal care,household supplies,unknown
B000052XVB,Gold Bond Gold Bond Medicated Body Lotion Extra Strength,unknown,0/0,4.0,956016000,"I concluded that this was Vicks for the itches -- it has that same """"cool"""" menthol feeling as Vicks Vaporub. It works well on dry, itchy skin. The only part I disliked is that it's difficult to get it out of the bottle -- you really need to give it a good squeeze. But it's worth the effort. I'd recommend it to anyone with an itchy, dry skin problem.",beauty,skin care,body
B000053055,"Right Guard Sport Anti-Perspirant/Deodorant, Powder Dry , 6 oz (170 g)",unknown,0/0,2.0,956188800,"This went on very dry. I don't feel that it kept me as dry as other brands. Also, the smell was distasteful. I don't like the lingering aerosol fumes. I'd probably not recommend this to my friends or family. I think that the solid form of it may work.",health personal care,personal care,deodorants antiperspirants
B0000530IZ,Answer Quick & Simple One-Step Ovulation Test 1 kit,unknown,1/1,3.0,956188800,"The test was easy enough to use. However, it was messy, as the urine collection pad didn't have a cover on it. You have to place it on the table with the collection pad facing downwards (since the result window is on the other side) and that resulted in a most unhygienic and messy situation with urine on the table. I found that to be the biggest drawback. Also, reading the results wasn't easy; there's a difference between the darkness of the lines, even if you have two lines that would indicate a positive result. I think it's an average product.",health personal care,health care,family planning contraceptives
B00000J0AO,Lamaze - Soft Sorter,unknown,3/3,4.0,956275200,"I bought this toy for my daughter at Christmas when she was 4 months old. She was really too young to play with it at that time. She's now 8 months, and we recently took it out again for her. She doesn't put the shapes into the box itself, but she likes to play with the shapes themselves, especially the crinkly triangle. I think this is a good toy for my daughter to play with in various ways as she gets older.",toys games,baby toddler toys,unknown
B00000GBQJ,Rat-A-Tat-Cat,unknown,6/6,5.0,956275200,"I bought this card game to send as a gift to a 7 year old nephew and liked it so much that now I have to order another one! We have a 10 year old in the house and she loves it. It's quick, fun, and takes strategy too! She adds up the scores and takes great pleasure in having the lowest amount of points (so she wins)..This summer when we go to the mountains we play alot of board games, etc. and I'll bring along another deck..Rat-a-Tat-Cat is what a card game should be..involving, not too complicated, fun!",toys games,games,card games
